Source,Target,Weight
rebecca,Samantha,5
Christopher,kyle,5
hunter,Derrick,5
Jennifer,Katrina,5
Carrie,Betty,5
Jeffrey,hunter,5
Jeffrey,Randy,5
Jeffrey,Nelson,5
Jeffrey,Neil,5
Carrie,Cynthia,5
soap,shampoo,5
Jeffrey,Leslie,5
Jeffrey,Kenneth,5
Eric,Christopher,5
Eric,Jason,5
Benjamin,Randy,5
Mary,Cynthia,5
Donald,Joseph,5
Maria,Samantha,5
Maria,Jessica,5
Aaron,hunter,5
Maria,Elena,5
Maria,Betty,5
Logan,kyle,5
Adam,Benjamin,5
Logan,Ryan,5
Logan,Randy,5
Logan,Nelson,5
Logan,Lawrence,5
Donald,Kenneth,5
amy,emily,5
Logan,Joel,5
chair,desk,5
Logan,Jason,5
Dennis,Justin,5
Kevin,Leslie,5
Dennis,Jason,5
Logan,Dennis,5
Logan,Craig,5
Logan,Brian,5
Adam,Neil,5
Dennis,Eric,5
vegetable,meat,5
Mary,Felicia,5
Lindsey,christine,5
Dennis,Randy,5
Derrick,Lawrence,5
Derrick,Jason,5
Derrick,Logan,5
magazine,book,5
erin,Maria,5
Derrick,Nick,5
train,plane,5
Aaron,Benjamin,5
Michael,Jason,5
Michael,Brett,5
Michael,Adam,5
Matthew,hunter,5
new,old,5
couch,chair,5
Donald,Adam,5
erin,Natalie,5
Matthew,Kevin,5
Dennis,William,5
bank,brokerage,5
Matthew,Derrick,5
computer,paper,5
Matthew,Adam,5
problem,situation,5
Mary,Monica,5
Dennis,Robert,5
Lindsey,emily,5
Christopher,Justin,5
Lindsey,Samantha,5
Leslie,Derrick,5
Benjamin,Adam,5
Lawrence,William,5
hunter,Nick,5
Lawrence,Michael,5
Lawrence,Matthew,5
Adam,Randy,5
Lawrence,Joseph,5
Elena,Samantha,5
Lawrence,Ian,5
phone,computer,5
Lawrence,Donald,5
Eric,Benjamin,5
Lawrence,Christopher,5
Lawrence,Benjamin,5
Benjamin,Lawrence,5
Laura,Natalie,5
Laura,Carrie,5
christine,Natalie,5
conditioner,shampoo,5
Eric,Brett,5
letter,envelope,5
Leslie,Craig,5
oil,cream,5
Leslie,Donald,5
Leslie,Samuel,5
computer,tablet,5
Adam,Samuel,5
Leslie,Lawrence,5
Leslie,Kenneth,5
Angela,Patricia,5
Leslie,Randy,5
Angela,Jennifer,5
Angela,kayla,5
Adam,William,5
Donald,Samuel,5
amy,Samantha,5
Leslie,Jason,5
Cynthia,Samantha,4
Derrick,Donald,4
Cynthia,Rachel,4
erin,emily,4
Samuel,Neil,4
Derrick,Dennis,4
Christopher,Nick,4
Derrick,Eric,4
Samantha,emily,4
Samuel,Nick,4
Dennis,Adam,4
rebecca,megan,4
Sarah,Samantha,4
Dennis,Christopher,4
Derrick,Benjamin,4
Derrick,Brian,4
shirt,jacket,4
Dennis,Brian,4
bag,pot,4
Samuel,hunter,4
beer,wine,4
email,letter,4
bottle,glass,4
phone,tablet,4
Craig,Joel,4
Samuel,kyle,4
Samantha,rebecca,4
Dennis,Steven,4
Samuel,Ryan,4
Christopher,William,4
college,university,4
Dennis,Benjamin,4
Derrick,Aaron,4
Samuel,Donald,4
Craig,Nelson,4
Dennis,Jeffrey,4
Brian,Christopher,4
house,yard,4
Benjamin,Nick,4
toy,book,4
blind,curtain,4
Adam,Dennis,4
school,university,4
Adam,Logan,4
Adam,Matthew,4
Adam,Nelson,4
Adam,Ryan,4
Angela,rebecca,4
door,wall,4
hunter,Randy,4
Victoria,christine,4
amy,Rachel,4
Benjamin,Ian,4
hunter,Nelson,4
Benjamin,Joseph,4
Benjamin,Kenneth,4
Benjamin,Kevin,4
Benjamin,Logan,4
William,Lawrence,4
Aaron,William,4
Aaron,Nick,4
desktop,laptop,4
pan,bowl,4
bus,train,4
train,car,4
shovel,rake,4
train,bus,4
cafe,library,4
Aaron,Brett,4
megan,kayla,4
sculpture,paint,4
microwave,oven,4
William,hunter,4
Aaron,Jason,4
Aaron,Justin,4
Aaron,Kenneth,4
Aaron,Lawrence,4
William,Randy,4
Aaron,Logan,4
William,Neil,4
Benjamin,Nelson,4
Benjamin,Ryan,4
bag,ball,4
Betty,Cynthia,4
Steven,Robert,4
Steven,Randy,4
Brian,Nick,4
Brian,Steven,4
Steven,Michael,4
razor,scissor,4
spoon,fork,4
Steven,Justin,4
Steven,Joseph,4
Steven,Jeffrey,4
toilet,sink,4
Christopher,Aaron,4
Christopher,Adam,4
Christopher,Brett,4
Christopher,Brian,4
Christopher,Donald,4
Sarah,erin,4
hunter,Adam,4
Christopher,Joseph,4
Brian,Nelson,4
Brian,Neil,4
hunter,Eric,4
Brett,Logan,4
hunter,Leslie,4
Victoria,Carrie,4
Victoria,Betty,4
car,bus,4
red,blue,4
Tanya,christine,4
Brett,Lawrence,4
Tanya,Patricia,4
jar,bottle,4
Brian,Lawrence,4
Brett,Samuel,4
hunter,Ian,4
Derrick,Joel,4
Brian,Dennis,4
city,town,4
book,shelf,4
backpack,book,4
Steven,kyle,4
amy,Betty,4
Michael,Nelson,4
Derrick,Kevin,4
Nelson,Nick,4
Nick,Brian,4
Kenneth,Samuel,4
Kenneth,kyle,4
Kevin,Benjamin,4
Nelson,hunter,4
Nelson,William,4
Kevin,Craig,4
Kevin,Derrick,4
Nelson,Ryan,4
Kevin,Eric,4
Nelson,Neil,4
Kenneth,Matthew,4
Kevin,Lawrence,4
golf,tennis,4
shelf,book,4
Kevin,Randy,4
dress,jean,4
kitchen,den,4
Nelson,Dennis,4
Nelson,Craig,4
Lawrence,Eric,4
Lawrence,Jason,4
field,barn,4
salad,sandwich,4
Neil,William,4
Nick,hunter,4
erin,Mary,4
Patricia,Tanya,4
Joseph,Kevin,4
Joseph,Neil,4
Joseph,Steven,4
Justin,Brian,4
Justin,Eric,4
Justin,Kenneth,4
christine,Mary,4
stock,bond,4
Nick,William,4
Kenneth,Justin,4
Justin,William,4
Nick,Michael,4
Nick,Logan,4
Nick,Lawrence,4
Kenneth,Craig,4
Kenneth,Derrick,4
Nick,Justin,4
Nick,Joseph,4
Kenneth,Eric,4
Kenneth,Jason,4
Lawrence,Logan,4
Lawrence,Neil,4
christine,Katrina,4
Matthew,William,4
Mary,Sarah,4
Matthew,Brett,4
Matthew,Jason,4
Matthew,Leslie,4
carnation,rose,4
old,new,4
Matthew,Nelson,4
Matthew,Nick,4
Matthew,Randy,4
Matthew,Steven,4
Michael,Brian,4
Monica,rebecca,4
Michael,Dennis,4
Michael,Derrick,4
Michael,Jeffrey,4
Michael,hunter,4
Michael,Lawrence,4
Michael,Leslie,4
carpet,concrete,4
Michael,Ryan,4
Michael,Matthew,4
Michael,Randy,4
Monica,megan,4
Maria,erin,4
Leslie,Benjamin,4
Neil,Brett,4
Leslie,Ian,4
Neil,Matthew,4
Leslie,Joel,4
Leslie,Joseph,4
Leslie,Justin,4
Leslie,Matthew,4
Leslie,Michael,4
Leslie,Nick,4
Leslie,Steven,4
Logan,Brett,4
Logan,Derrick,4
Maria,Victoria,4
Logan,Eric,4
Natalie,kayla,4
Logan,Jeffrey,4
Logan,Justin,4
computer,phone,4
Logan,Kevin,4
Natalie,Sarah,4
Logan,hunter,4
Maria,Carrie,4
Natalie,Jessica,4
Joseph,Jeffrey,4
Joseph,Joel,4
Joseph,Dennis,4
Robert,hunter,4
ball,basket,4
ball,bat,4
Eric,Brian,4
Eric,Jeffrey,4
Eric,Justin,4
Ryan,Christopher,4
Eric,Kevin,4
plastic,metal,4
Ryan,Adam,4
Eric,Michael,4
kyle,Nick,4
Ian,Joel,4
case,guitar,4
Felicia,Elena,4
Robert,Nelson,4
christine,emily,4
Felicia,Maria,4
Felicia,Natalie,4
Felicia,amy,4
Robert,Justin,4
Joseph,Brian,4
Robert,Jason,4
Eric,Aaron,4
Elena,Monica,4
skateboard,bike,4
Donald,hunter,4
Derrick,Randy,4
Derrick,Ryan,4
Samantha,Laura,4
Samantha,Katrina,4
bed,room,4
Derrick,Steven,4
Donald,Benjamin,4
Donald,Brett,4
chocolate,flower,4
Donald,Ian,4
long,short,4
Donald,Jeffrey,4
Donald,Joel,4
silver,gold,4
kyle,hunter,4
cup,bottle,4
Donald,Matthew,4
Ryan,Robert,4
Donald,Randy,4
Ryan,Nick,4
Donald,Robert,4
Ian,Donald,4
glass,contact,4
Jason,Robert,4
Jessica,Betty,4
Jason,Neil,4
Randy,Brett,4
christine,Elena,4
Jason,Steven,4
Jeffrey,Justin,4
Jeffrey,Matthew,4
kyle,Jason,4
Jeffrey,kyle,4
Rachel,Natalie,4
Jennifer,Maria,4
pot,pan,4
kayla,Carrie,4
Jessica,Monica,4
Jessica,Natalie,4
Joel,Benjamin,4
hand,foot,4
Joel,Derrick,4
Joel,Ian,4
Joel,Leslie,4
dress,blouse,4
Joel,Steven,4
Joseph,Adam,4
Jason,Joel,4
Robert,Neil,4
Ian,Samuel,4
Ian,William,4
Ian,Matthew,4
Randy,Ryan,4
Randy,Robert,4
dog,cat,4
Randy,Nick,4
Ian,Neil,4
Ian,Nick,4
relationship,marriage,4
Ian,Kevin,4
Randy,Kevin,4
Ian,Joseph,4
rebecca,Rachel,4
Jason,Christopher,4
Robert,Adam,4
Robert,Benjamin,4
Randy,Joel,4
flower,pot,3
pant,short,3
paper,computer,3
flower,chocolate,3
water,coffee,3
flower,vegetable,3
wedding,party,3
water,fire,3
pant,shoe,3
floor,wall,3
pant,shirt,3
hammer,drill,3
flower,plant,3
aquarium,tank,3
kitchen,bathroom,3
paint,wood,3
paint,wallpaper,3
bottle,bowl,3
bench,table,3
mug,cup,3
bottle,pan,3
bedroom,living,3
bed,floor,3
bed,couch,3
beard,mustache,3
ocean,lake,3
salt,pepper,3
bowl,bag,3
erin,Carrie,3
house,barn,3
bowl,cup,3
mountain,beach,3
beach,pool,3
kayla,Mary,3
hotel,house,3
box,bag,3
hunter,Benjamin,3
bike,scooter,3
bike,skateboard,3
treatment,procedure,3
blueberry,strawberry,3
newspaper,book,3
newspaper,magazine,3
boat,car,3
jacket,blanket,3
bond,stock,3
book,backpack,3
hunter,kyle,3
hunter,Steven,3
hunter,Donald,3
hunter,Ryan,3
tree,bush,3
nail,screw,3
hunter,Lawrence,3
tree,plant,3
hunter,Justin,3
tomatoe,potato,3
school,home,3
field,gym,3
hospital,clinic,3
curtain,window,3
laptop,computer,3
kyle,Robert,3
company,job,3
shirt,hat,3
rose,carnation,3
pork,beef,3
comb,brush,3
wall,fence,3
cold,hot,3
room,hallway,3
ball,hole,3
bucket,tub,3
desk,chair,3
paint,draw,3
room,bed,3
paint,sculpture,3
floor,counter,3
floor,furniture,3
washer,dryer,3
tea,water,3
ball,hoop,3
pocket,phone,3
television,radio,3
test,quiz,3
pot,ground,3
baseball,basketball,3
pot,garden,3
barn,cage,3
box,pan,3
bar,restaurant,3
kite,wind,3
bar,club,3
braid,ponytail,3
file,space,3
computer,laptop,3
money,safe,3
day,night,3
kyle,Brett,3
kyle,Brian,3
kyle,Derrick,3
kyle,Jeffrey,3
cage,box,3
Samuel,Lawrence,3
Logan,Benjamin,3
Robert,William,3
Donald,Dennis,3
Donald,Brian,3
Rachel,Laura,3
Rachel,Maria,3
Rachel,christine,3
Derrick,Samuel,3
Randy,Brian,3
Randy,Justin,3
Randy,Leslie,3
Randy,Logan,3
Randy,Samuel,3
Randy,hunter,3
cash,check,3
Robert,Donald,3
Robert,Eric,3
Donald,Derrick,3
Nick,Neil,3
Nick,Kevin,3
report,summary,3
Neil,Craig,3
Neil,Eric,3
Neil,Jason,3
Nelson,Adam,3
Nelson,Benjamin,3
Nelson,Brett,3
Nelson,Ian,3
Nick,Joel,3
Nelson,Logan,3
Nelson,Matthew,3
Nick,Christopher,3
Nick,Donald,3
Donald,Justin,3
Donald,Jason,3
Derrick,Leslie,3
plastic,glass,3
Craig,Donald,3
Ryan,Craig,3
Samuel,Joseph,3
wood,plastic,3
Samuel,Kevin,3
game,book,3
soda,water,3
Joel,Nick,3
Dennis,Logan,3
Samuel,Leslie,3
sofa,bed,3
Samuel,Logan,3
Dennis,Kenneth,3
Sarah,Victoria,3
Cynthia,emily,3
Craig,Robert,3
Craig,Nick,3
Samuel,Ian,3
Dennis,Samuel,3
Samantha,megan,3
plastic,paper,3
Ryan,Dennis,3
Ryan,Donald,3
Derrick,Jeffrey,3
Ryan,Jeffrey,3
Ryan,Justin,3
marriage,relationship,3
Ryan,Logan,3
Samantha,Elena,3
Ryan,hunter,3
Ryan,kyle,3
dress,skirt,3
Derrick,Adam,3
Dennis,hunter,3
SUV,sedan,3
Monica,Laura,3
Michael,Robert,3
Michael,Joseph,3
Michael,Donald,3
Kenneth,Neil,3
Kenneth,Nelson,3
Kenneth,Robert,3
Jeffrey,Benjamin,3
Jeffrey,Aaron,3
Jason,Ryan,3
Kevin,Adam,3
Kevin,Justin,3
Kevin,Michael,3
Kevin,Neil,3
Jason,Matthew,3
Jason,Kevin,3
Jason,Joseph,3
Kevin,Robert,3
Jason,Jeffrey,3
Kenneth,Kevin,3
Jeffrey,Ian,3
Kenneth,Donald,3
glove,hand,3
Joel,Samuel,3
Joel,Michael,3
Joel,Jason,3
Joel,Brian,3
Joseph,Christopher,3
Jessica,Lindsey,3
Joseph,Kenneth,3
Jeffrey,William,3
Joseph,Leslie,3
Joseph,Nelson,3
Joseph,hunter,3
Justin,Adam,3
rebecca,Maria,3
Justin,Ryan,3
Kevin,William,3
Laura,Mary,3
Laura,Monica,3
Logan,William,3
Lindsey,Cynthia,3
rebecca,emily,3
Logan,Christopher,3
Logan,Kenneth,3
Donald,William,3
Donald,Neil,3
Mary,Angela,3
Leslie,William,3
Mary,Elena,3
Matthew,Craig,3
Matthew,Eric,3
Matthew,Neil,3
Matthew,Ryan,3
gift,present,3
Elena,Maria,3
Leslie,Ryan,3
Ian,Justin,3
rebecca,Tanya,3
Ian,Jeffrey,3
Lawrence,Brian,3
Ian,Jason,3
Lawrence,Dennis,3
Lawrence,Derrick,3
Lawrence,Leslie,3
Lawrence,Randy,3
Leslie,Nelson,3
plane,train,3
Eric,Nelson,3
girl,boy,3
Leslie,Dennis,3
plane,helicopter,3
Eric,Derrick,3
Craig,Lawrence,3
Joel,Ryan,3
drink,food,3
plastic,wood,3
Adam,Justin,3
Brett,Ryan,3
pie,cake,3
hair,brush,3
slide,swing,3
Adam,Jeffrey,3
linoleum,tile,3
calculator,computer,3
Brian,Jeffrey,3
meat,vegetable,3
closet,clothe,3
William,kyle,3
piano,violin,3
foot,shoe,3
disease,cancer,3
Brian,Ryan,3
wood,carpet,3
cake,plate,3
food,fruit,3
Carrie,kayla,3
Adam,Donald,3
football,baseball,3
Adam,Kenneth,3
Brett,Michael,3
pierce,tattoo,3
Brett,Joseph,3
Benjamin,Craig,3
Benjamin,Derrick,3
gun,bow,3
skirt,jean,3
stress,anxiety,3
Benjamin,Michael,3
wine,beer,3
guitar,violin,3
Benjamin,Neil,3
window,door,3
Benjamin,kyle,3
Betty,Elena,3
Adam,Leslie,3
plate,cup,3
chair,bed,3
stove,microwave,3
chair,couch,3
ring,finger,3
Adam,Kevin,3
wind,tree,3
speech,time,3
store,shop,3
Carrie,Elena,3
Benjamin,Christopher,3
William,Joseph,3
Christopher,Steven,3
William,Craig,3
Christopher,Joel,3
Aaron,Eric,3
Steven,Christopher,3
Christopher,Leslie,3
Adam,Aaron,3
Steven,Craig,3
amy,rebecca,3
white,red,3
Steven,Eric,3
chair,yoga,3
Aaron,Neil,3
Aaron,Michael,3
Christopher,Logan,3
Christopher,Dennis,3
William,Dennis,3
William,Matthew,3
cake,cupcake,3
Adam,Craig,3
Aaron,Brian,3
Aaron,Donald,3
piano,guitar,3
William,Ryan,3
car,bicycle,3
Christopher,hunter,3
hall,auditorium,3
trailer,house,2
shed,house,2
chalk,marker,2
night,polo,2
speaker,headphone,2
cheese,bread,2
game,movie,2
pink,blue,2
game,match,2
furniture,doorway,2
night,day,2
game,homework,2
northern,southern,2
toy,toy,2
bowl,jar,2
nose,mouth,2
statue,paint,2
note,letter,2
body,soap,2
corn,wheat,2
cart,shelf,2
statue,fountain,2
indian,chinese,2
corn,bean,2
notebook,computer,2
soccer,baseball,2
pillow,blanket,2
pot,plant,2
fragrance,smell,2
seed,plant,2
chair,stool,2
nightstand,dresser,2
corn,squash,2
bowl,box,2
nightmare,dream,2
glass,bottle,2
garden,yard,2
furniture,appliance,2
boot,sneaker,2
ceiling,floor,2
bottle,pot,2
piano,harp,2
plan,paper,2
cd,record,2
fence,tree,2
spray,gel,2
hunter,Aaron,2
potato,tomatoe,2
fence,table,2
oak,pine,2
shampoo,bottle,2
time,money,2
boot,sandal,2
shampoo,conditioner,2
tool,toolbox,2
house,porch,2
chicken,beef,2
shampoo,hair,2
fence,gate,2
house,store,2
bottle,flask,2
time,topic,2
fridge,stove,2
chin,cheek,2
shampoo,soap,2
cookie,cake,2
gasoline,electricity,2
cookie,brownie,2
fruit,cheese,2
potato,carrot,2
piano,keyboard,2
tile,wood,2
tile,floor,2
hunter,Michael,2
book,electronic,2
hunter,Matthew,2
plane,car,2
bow,arrow,2
tongue,ear,2
chair,ball,2
house,restaurant,2
song,poem,2
chemistry,biology,2
garden,attic,2
book,note,2
hunter,Joseph,2
sock,shoe,2
hunter,Jason,2
chess,checker,2
plane,bus,2
pot,table,2
fruit,vegetable,2
tomatoe,carrot,2
shed,garage,2
house,garden,2
cash,card,2
tomato,cucumber,2
garden,park,2
house,hotel,2
book,tv,2
hunter,Dennis,2
cash,price,2
phone,radio,2
flute,drum,2
steak,pasta,2
car,gas,2
hat,shirt,2
syrup,pill,2
floor,table,2
pan,bottle,2
bus,car,2
hat,bandana,2
sword,knife,2
bus,meet,2
harp,trumpet,2
food,water,2
plate,board,2
food,time,2
bush,flower,2
hardwood,carpet,2
classroom,gym,2
stove,oven,2
straight,curly,2
guitar,trumpet,2
coach,taxi,2
food,oven,2
strawberry,chocolate,2
hat,sock,2
bureau,dresser,2
plastic,wooden,2
short,shirt,2
grill,stove,2
city,suburb,2
car,cage,2
healthy,sick,2
table,shelf,2
coffee,water,2
football,basketball,2
short,long,2
paint,bucket,2
floor,carpet,2
foot,boot,2
table,door,2
table,desk,2
capsule,pill,2
pattern,design,2
table,carpet,2
table,car,2
slow,fast,2
floor,mat,2
floor,mop,2
street,bridge,2
flower,card,2
street,road,2
paper,note,2
suitcase,bag,2
hammer,sword,2
sushi,pasta,2
paper,folder,2
suitcase,box,2
hammer,screwdriver,2
hammer,mallet,2
paper,ink,2
poem,book,2
cloth,shoe,2
hair,ribbon,2
paper,pen,2
paper,phone,2
flower,weed,2
cage,leash,2
cafe,office,2
cafe,park,2
cafe,restaurant,2
halogen,lead,2
sun,star,2
cloth,bag,2
cabin,house,2
pant,dress,2
food,container,2
skirt,jacket,2
gun,knife,2
play,movie,2
skin,towel,2
camera,light,2
food,drink,2
clipper,scissor,2
skin,lotion,2
playground,classroom,2
park,wood,2
park,house,2
closet,cabinet,2
sweater,pant,2
skill,job,2
butter,shorten,2
sweater,jacket,2
flower,fruit,2
ski,snowboard,2
cab,train,2
cabbage,lettuce,2
store,mall,2
brush,stain,2
steak,pork,2
brush,sponge,2
carpet,tile,2
temperature,weather,2
box,plate,2
carpet,rug,2
box,ring,2
computer,room,2
home,workplace,2
sun,water,2
glue,tape,2
carpet,mat,2
carpet,floor,2
stethoscope,thermometer,2
pencil,marker,2
pen,marker,2
home,house,2
finger,ring,2
team,opponent,2
plant,flower,2
finger,toe,2
card,check,2
church,club,2
oil,vinegar,2
tennis,golf,2
pot,box,2
box,bottle,2
office,apartment,2
hotel,motel,2
bowl,pot,2
office,box,2
hospital,park,2
bowling,basketball,2
bowling,movie,2
bowling,soccer,2
shelf,bottle,2
box,bowl,2
honey,sugar,2
box,car,2
test,study,2
shelf,box,2
carrot,broccoli,2
field,mountain,2
steel,iron,2
test,essay,2
box,jar,2
concert,movie,2
bracelet,necklace,2
ship,plane,2
stomach,food,2
shoe,sandal,2
tank,container,2
store,diner,2
tank,cage,2
shoe,jacket,2
tank,aquarium,2
greenhouse,garden,2
tampon,pad,2
heel,sneaker,2
shoe,pant,2
broom,mop,2
oven,microwave,2
oxford,tuxedo,2
shoe,shirt,2
brown,white,2
smoke,drink,2
tablet,phone,2
tablet,paper,2
tablet,computer,2
football,soccer,2
heart,cooler,2
college,school,2
flag,wind,2
car,tree,2
company,town,2
stomach,leg,2
grass,floor,2
grass,grain,2
onion,tomatoe,2
stone,brick,2
stone,rock,2
portfolio,folder,2
firearm,knife,2
taxi,train,2
pea,carrot,2
comb,hair,2
opera,symphony,2
car,motorcycle,2
orange,carrot,2
city,countryside,2
company,business,2
history,math,2
first,second,2
shirt,sweater,2
comedy,drama,2
blue,red,2
machine,weight,2
chapstick,lipstick,2
Leslie,Neil,2
Michael,Aaron,2
Matthew,Michael,2
Maria,Cynthia,2
Logan,Steven,2
Logan,Nick,2
Logan,Neil,2
Logan,Leslie,2
bag,hole,2
purse,phone,2
vodka,whiskey,2
Leslie,Brett,2
Michael,Samuel,2
market,fair,2
vodka,gin,2
Leslie,Aaron,2
bag,pan,2
dress,jacket,2
marker,pencil,2
marker,pen,2
bag,refrigerator,2
purse,dress,2
Lawrence,Brett,2
Michael,Neil,2
lake,pond,2
wall,house,2
lamp,fan,2
room,lamp,2
language,dialect,2
Nick,Steven,2
Nick,Samuel,2
backpack,mat,2
Nick,Randy,2
Nick,Ian,2
lamp,light,2
Nick,Dennis,2
backyard,front,2
Nelson,Lawrence,2
Monica,Maria,2
Nelson,Donald,2
root,pot,2
Nelson,Christopher,2
Neil,hunter,2
Neil,Kevin,2
Neil,Jeffrey,2
Neil,Brian,2
wool,cotton,2
bag,bottle,2
Monica,Patricia,2
marker,crayon,2
emerald,ruby,2
Kevin,Steven,2
Jason,Nick,2
knife,fork,2
rural,urban,2
dance,movie,2
bank,store,2
knee,ankle,2
Joel,Kenneth,2
emotion,feeling,2
Joel,Craig,2
Jeffrey,Lawrence,2
Jason,Samuel,2
dad,mom,2
mitten,glove,2
Jason,Justin,2
rebecca,Patricia,2
Ian,Randy,2
kitchen,living,2
Ian,Logan,2
bark,powder,2
mop,floor,2
Ian,Leslie,2
Ian,Lawrence,2
Ian,Craig,2
Joel,kyle,2
Joseph,Aaron,2
knife,gun,2
kyle,Benjamin,2
rose,orchid,2
Kevin,Donald,2
bake,toothpaste,2
Justin,Michael,2
ball,bag,2
violin,piano,2
ball,bike,2
violin,flute,2
ball,box,2
ball,frisbee,2
loveseat,couch,2
kyle,Logan,2
Joseph,William,2
vinegar,chemical,2
village,city,2
ball,window,2
Joseph,Robert,2
kyle,Dennis,2
banana,apple,2
Joseph,Jason,2
Joseph,Ian,2
Nick,kyle,2
lotion,aloe,2
Ian,Christopher,2
lesson,course,2
lettuce,carrot,2
meet,interview,2
rag,sponge,2
rock,stone,2
letter,package,2
load,glue,2
loafer,sneaker,2
diet,exercise,2
wedding,birthday,2
letter,book,2
appointment,train,2
library,book,2
water,sand,2
reason,excuse,2
water,salt,2
reward,punishment,2
water,pot,2
water,juice,2
wood,ceramic,2
academy,school,2
megan,Victoria,2
water,food,2
rice,corn,2
wine,whiskey,2
milk,juice,2
dirt,sand,2
alcohol,bottle,2
disease,condition,2
wind,rain,2
medal,trophy,2
lip,cheek,2
meal,snack,2
airplane,train,2
lipstick,chap,2
white,grey,2
white,brown,2
mattress,bed,2
math,art,2
window,wind,2
life,death,2
list,sheet,2
rain,wind,2
dryer,washer,2
library,store,2
math,history,2
library,park,2
medicine,food,2
dishwasher,sink,2
armor,sword,2
rebecca,Angela,2
wood,concrete,2
desk,dresser,2
Ryan,Leslie,2
Ryan,Lawrence,2
egg,milk,2
Ryan,Brett,2
Ryan,Benjamin,2
Robert,Ryan,2
microphone,megaphone,2
ax,knife,2
quiz,test,2
wallpaper,paint,2
Robert,Kevin,2
rod,lure,2
microwave,stove,2
egg,steak,2
wall,window,2
Robert,Kenneth,2
quilt,comforter,2
Robert,Craig,2
Robert,Brett,2
Randy,Derrick,2
Randy,Benjamin,2
dress,party,2
method,technique,2
wood,shed,2
SUV,car,2
Samuel,Aaron,2
William,Michael,2
William,Brian,2
Victoria,Tanya,2
water,bottle,2
radio,phone,2
wood,field,2
roller,brush,2
rebecca,Cynthia,2
T,jacket,2
log,rod,2
mascara,lipstick,2
Steven,Samuel,2
mascara,eyeliner,2
Steven,Matthew,2
Steven,Lawrence,2
Steven,Joel,2
Steven,Aaron,2
romance,fantasy,2
Sarah,amy,2
Samuel,Steven,2
device,phone,2
barn,field,2
video,book,2
mystery,romance,2
school,factory,2
jar,honey,2
tree,yard,2
barn,pen,2
tree,umbrella,2
jar,cup,2
tree,target,2
exercise,drill,2
tree,shear,2
jar,bag,2
black,brown,2
CPU,GPU,2
tree,mountain,2
Brian,Leslie,2
yard,house,2
blade,knife,2
tree,fence,2
Brett,kyle,2
jar,milk,2
crayon,pencil,2
scale,tape,2
male,female,2
Craig,Ryan,2
jean,pant,2
Craig,Matthew,2
bible,book,2
bicycle,car,2
bicycle,treadmill,2
Craig,Kenneth,2
man,woman,2
Christopher,Samuel,2
Christopher,Ian,2
Christopher,Craig,2
school,book,2
bike,tricycle,2
Christopher,Benjamin,2
Chinese,french,2
project,job,2
cream,antibiotic,2
Brett,Steven,2
jacket,sweater,2
tree,ax,2
Brett,Robert,2
Adam,Ian,2
necklace,ring,2
eyeliner,lipstick,2
Adam,Christopher,2
Adam,Brett,2
Aaron,Randy,2
fabric,material,2
Aaron,Leslie,2
Aaron,Dennis,2
screw,nail,2
private,public,2
couch,table,2
blouse,dress,2
iron,gold,2
script,time,2
zoo,park,2
record,cd,2
Adam,Lawrence,2
door,table,2
downstair,upstairs,2
countryside,city,2
blanket,hat,2
blanket,mitten,2
blanket,scarf,2
napkin,towel,2
Brett,Randy,2
eye,ear,2
scissor,clipper,2
Brett,Derrick,2
door,room,2
Brett,Dennis,2
jacket,coat,2
treadmill,container,2
yard,tree,2
treadmill,bike,2
yarn,ball,2
Benjamin,Jeffrey,2
scarf,hat,2
alarm,radio,2
Craig,Samuel,2
bath,shower,2
bathroom,bedroom,2
kayla,Maria,2
kiss,hug,2
ukulele,guitar,2
lung,kidney,2
Derrick,kyle,2
kitchen,basement,2
Derrick,Nelson,2
Derrick,Michael,2
juice,water,2
refrigerator,freezer,2
beaker,test,2
cup,pan,2
cup,mug,2
journey,trip,2
bed,cot,2
bed,mattress,2
movie,film,2
Derrick,Ian,2
university,college,2
kayla,megan,2
Dennis,Nick,2
basement,closet,2
vacuum,broom,2
valley,mountain,2
Eric,Donald,2
Eric,Leslie,2
envelope,money,2
wrestle,box,2
vaccine,medication,2
curtain,carpet,2
curtain,blind,2
lung,heart,2
Donald,Lawrence,2
motorcycle,SUV,2
salad,pizza,2
Eric,Nick,2
Eric,Robert,2
Donald,Eric,2
bassoon,horn,2
bat,ball,2
wrench,screwdriver,2
lunch,dinner,2
salt,oil,2
tulip,daffodil,2
vase,flower,2
beef,pork,2
job,bus,2
job,bike,2
beer,soda,2
vase,bowl,2
Dennis,Brett,2
barn,shed,2
crowd,food,2
movie,show,2
movie,tv,2
sandwich,soup,2
trumpet,violin,2
drawer,closet,2
sausage,lentil,2
beef,freezer,2
workplace,home,2
job,work,2
sandal,boot,2
Dennis,Michael,2
Dennis,Kevin,2
tube,map,2
job,school,2
wound,bandage,2
playhouse,toy,1
razor,tweezer,1
plane,parachute,1
ratchet,wrench,1
plate,poster,1
plate,gunpowder,1
reaction,face,1
pineapple,bean,1
playground,tavern,1
razor,scalpel,1
pimple,pressure,1
recipe,dish,1
pinata,stick,1
plate,grill,1
pineapple,cake,1
plate,container,1
planet,star,1
plate,box,1
razor,jack,1
pineapple,cup,1
razor,clipper,1
pine,oak,1
pine,maple,1
