Source,Target,Weight
large,money,2
money,large,2
small,envelope,2
envelope,small,2
small,money,2
money,small,2
did not like,Lawrence,2
Lawrence,did not like,2
did not like,Neil,2
Neil,did not like,2
liked,Lawrence,2
Lawrence,liked,2
liked,Neil,2
Neil,liked,2
less,chair,2
chair,less,2
less,sofa,2
sofa,less,2
more,chair,2
chair,more,2
more,sofa,2
sofa,more,2
empty,bottle,2
bottle,empty,2
empty,bowl,2
bowl,empty,2
full,bottle,2
bottle,full,2
full,bowl,2
bowl,full,2
less,Erin,2
Erin,less,2
less,Kayla,2
Kayla,less,2
more,Erin,2
Erin,more,2
more,Kayla,2
Kayla,more,2
casual,party,2
party,casual,2
casual,wedding,2
wedding,casual,2
formal,party,2
party,formal,2
formal,wedding,2
wedding,formal,2
high,flame,2
flame,high,2
high,pan,2
pan,high,2
low,flame,2
flame,low,2
low,pan,2
pan,low,2
better,Benjamin,2
Benjamin,better,2
better,Jason,2
Jason,better,2
worse,Benjamin,2
Benjamin,worse,2
worse,Jason,2
Jason,worse,2
although,Monica,2
Monica,although,2
although,Rebecca,2
Rebecca,although,2
because,Monica,2
Monica,because,2
because,Rebecca,2
Rebecca,because,2
bad,Natalie,2
Natalie,bad,2
bad,Patricia,2
Patricia,bad,2
good,Natalie,2
Natalie,good,2
good,Patricia,2
Patricia,good,2
student,Christine,2
Christine,student,2
student,Rebecca,2
Rebecca,student,2
teacher,Christine,2
Christine,teacher,2
teacher,Rebecca,2
Rebecca,teacher,2
fast,Michael,2
Michael,fast,2
fast,Randy,2
Randy,fast,2
slow,Michael,2
Michael,slow,2
slow,Randy,2
Randy,slow,2
although,Kenneth,2
Kenneth,although,2
although,Nelson,2
Nelson,although,2
because,Kenneth,2
Kenneth,because,2
because,Nelson,2
Nelson,because,2
big,bag,2
bag,big,2
big,ball,2
ball,big,2
small,bag,2
bag,small,2
small,ball,2
ball,small,2
less,Cynthia,2
Cynthia,less,2
less,Jennifer,2
Jennifer,less,2
more,Cynthia,2
Cynthia,more,2
more,Jennifer,2
Jennifer,more,2
less,Jessica,2
Jessica,less,2
less,Megan,2
Megan,less,2
more,Jessica,2
Jessica,more,2
more,Megan,2
Megan,more,2
less,apples,2
apples,less,2
less,bananas,2
bananas,less,2
more,apples,2
apples,more,2
more,bananas,2
bananas,more,2
although,Amy,2
Amy,although,2
although,Cynthia,2
Cynthia,although,2
because,Amy,2
Amy,because,2
because,Cynthia,2
Cynthia,because,2
never,Craig,2
Craig,never,2
never,Michael,2
Michael,never,2
often,Craig,2
Craig,often,2
often,Michael,2
Michael,often,2
empty,bag,2
bag,empty,2
empty,pan,2
pan,empty,2
full,bag,2
bag,full,2
full,pan,2
pan,full,2
lazy,Nelson,2
Nelson,lazy,2
lazy,Nick,2
Nick,lazy,2
studious,Nelson,2
Nelson,studious,2
studious,Nick,2
Nick,studious,2
always,Lawrence,2
Lawrence,always,2
always,Robert,2
Robert,always,2
never,Lawrence,2
Lawrence,never,2
never,Robert,2
Robert,never,2
hated,Katrina,2
Katrina,hated,2
hated,Victoria,2
Victoria,hated,2
loved,Katrina,2
Katrina,loved,2
loved,Victoria,2
Victoria,loved,2
bigger,cup,2
cup,bigger,2
bigger,jar,2
jar,bigger,2
smaller,cup,2
cup,smaller,2
smaller,jar,2
jar,smaller,2
empty,bowl,2
bowl,empty,2
empty,pot,2
pot,empty,2
full,bowl,2
bowl,full,2
full,pot,2
pot,full,2
because,Joseph,2
Joseph,because,2
because,Nick,2
Nick,because,2
but,Joseph,2
Joseph,but,2
but,Nick,2
Nick,but,2
empty,bag,2
bag,empty,2
empty,hole,2
hole,empty,2
full,bag,2
bag,full,2
full,hole,2
hole,full,2
less,Betty,2
Betty,less,2
less,Megan,2
Megan,less,2
more,Betty,2
Betty,more,2
more,Megan,2
Megan,more,2
hated,Brett,2
Brett,hated,2
hated,Robert,2
Robert,hated,2
loved,Brett,2
Brett,loved,2
loved,Robert,2
Robert,loved,2
less,Christine,2
Christine,less,2
less,Katrina,2
Katrina,less,2
more,Christine,2
Christine,more,2
more,Katrina,2
Katrina,more,2
narrow,car,2
car,narrow,2
narrow,garage,2
garage,narrow,2
wide,car,2
car,wide,2
wide,garage,2
garage,wide,2
better,Angela,2
Angela,better,2
better,Christine,2
Christine,better,2
worse,Angela,2
Angela,worse,2
worse,Christine,2
Christine,worse,2
always,Kayla,2
Kayla,always,2
always,Rachel,2
Rachel,always,2
never,Kayla,2
Kayla,never,2
never,Rachel,2
Rachel,never,2
hated,Dennis,2
Dennis,hated,2
hated,Leslie,2
Leslie,hated,2
loved,Dennis,2
Dennis,loved,2
loved,Leslie,2
Leslie,loved,2
less,Eric,2
Eric,less,2
less,Nelson,2
Nelson,less,2
more,Eric,2
Eric,more,2
more,Nelson,2
Nelson,more,2
less,Jennifer,2
Jennifer,less,2
less,Jessica,2
Jessica,less,2
more,Jennifer,2
Jennifer,more,2
more,Jessica,2
Jessica,more,2
higher,bonds,2
bonds,higher,2
higher,stocks,2
stocks,higher,2
lower,bonds,2
bonds,lower,2
lower,stocks,2
stocks,lower,2
less,Erin,2
Erin,less,2
less,Samantha,2
Samantha,less,2
more,Erin,2
Erin,more,2
more,Samantha,2
Samantha,more,2
less,Christine,2
Christine,less,2
less,Victoria,2
Victoria,less,2
more,Christine,2
Christine,more,2
more,Victoria,2
Victoria,more,2
hated,Kenneth,2
Kenneth,hated,2
hated,Michael,2
Michael,hated,2
loved,Kenneth,2
Kenneth,loved,2
loved,Michael,2
Michael,loved,2
a novice,Jeffrey,2
Jeffrey,a novice,2
a novice,Leslie,2
Leslie,a novice,2
an expert,Jeffrey,2
Jeffrey,an expert,2
an expert,Leslie,2
Leslie,an expert,2
faster,coach,2
coach,faster,2
faster,taxi,2
taxi,faster,2
slower,coach,2
coach,slower,2
slower,taxi,2
taxi,slower,2
bigger,auditorium,1
auditorium,bigger,1
bigger,hall,1
hall,bigger,1
smaller,auditorium,1
auditorium,smaller,1
smaller,hall,1
hall,smaller,1
higher,Aaron,1
Aaron,higher,1
higher,Donald,1
Donald,higher,1
lower,Aaron,1
Aaron,lower,1
lower,Donald,1
Donald,lower,1
fresh,blueberries,1
blueberries,fresh,1
fresh,strawberries,1
strawberries,fresh,1
outdated,blueberries,1
blueberries,outdated,1
outdated,strawberries,1
strawberries,outdated,1
green,plane,1
plane,green,1
green,train,1
train,green,1
inefficient,plane,1
plane,inefficient,1
inefficient,train,1
train,inefficient,1
hard,Joel,1
Joel,hard,1
hard,Nelson,1
Nelson,hard,1
soft,Joel,1
Joel,soft,1
soft,Nelson,1
Nelson,soft,1
colorful,hats,1
hats,colorful,1
colorful,needles,1
needles,colorful,1
metal,hats,1
hats,metal,1
metal,needles,1
needles,metal,1
too far,smartphone,1
smartphone,too far,1
too far,wallet,1
wallet,too far,1
within reach,smartphone,1
smartphone,within reach,1
within reach,wallet,1
wallet,within reach,1
and,photographs,1
photographs,and,1
and,runway,1
runway,and,1
but,photographs,1
photographs,but,1
but,runway,1
runway,but,1
not,photographs,1
photographs,not,1
not,runway,1
runway,not,1
stronger,Logan,1
Logan,stronger,1
stronger,Michael,1
Michael,stronger,1
weaker,Logan,1
Logan,weaker,1
weaker,Michael,1
Michael,weaker,1
hated,Jennifer,1
Jennifer,hated,1
hated,Monica,1
Monica,hated,1
loved,Jennifer,1
Jennifer,loved,1
loved,Monica,1
Monica,loved,1
fun,bike,1
bike,fun,1
fun,skateboard,1
skateboard,fun,1
overwhelming,bike,1
bike,overwhelming,1
overwhelming,skateboard,1
skateboard,overwhelming,1
asked,Justin,1
Justin,asked,1
asked,Kenneth,1
Kenneth,asked,1
get,Justin,1
Justin,get,1
get,Kenneth,1
Kenneth,get,1
give,Justin,1
Justin,give,1
give,Kenneth,1
Kenneth,give,1
offered,Justin,1
Justin,offered,1
offered,Kenneth,1
Kenneth,offered,1
although,Rebecca,1
Rebecca,although,1
although,Samantha,1
Samantha,although,1
because,Rebecca,1
Rebecca,because,1
because,Samantha,1
Samantha,because,1
major,house,1
house,major,1
major,shed,1
shed,major,1
minor,house,1
house,minor,1
minor,shed,1
shed,minor,1
cracked,Coat,1
Coat,cracked,1
cracked,Glove,1
Glove,cracked,1
supple,Coat,1
Coat,supple,1
supple,Glove,1
Glove,supple,1
strong,braids,1
braids,strong,1
strong,scissors,1
scissors,strong,1
weak,braids,1
braids,weak,1
weak,scissors,1
scissors,weak,1
heard,Jennifer,1
Jennifer,heard,1
heard,Victoria,1
Victoria,heard,1
made,Jennifer,1
Jennifer,made,1
made,Victoria,1
Victoria,made,1
because,Jeffrey,1
Jeffrey,because,1
because,Kenneth,1
Kenneth,because,1
but,Jeffrey,1
Jeffrey,but,1
but,Kenneth,1
Kenneth,but,1
mild,hand,1
hand,mild,1
mild,leg,1
leg,mild,1
severe,hand,1
hand,severe,1
severe,leg,1
leg,severe,1
strong,skills,1
skills,strong,1
strong,tests,1
tests,strong,1
weak,skills,1
skills,weak,1
weak,tests,1
tests,weak,1
loose,scarf,1
scarf,loose,1
loose,sweater,1
sweater,loose,1
tight,scarf,1
scarf,tight,1
tight,sweater,1
sweater,tight,1
criminal,Maria,1
Maria,criminal,1
criminal,Tanya,1
Tanya,criminal,1
lawyer,Maria,1
Maria,lawyer,1
lawyer,Tanya,1
Tanya,lawyer,1
flawless,Betty,1
Betty,flawless,1
flawless,Patricia,1
Patricia,flawless,1
raggedy,Betty,1
Betty,raggedy,1
raggedy,Patricia,1
Patricia,raggedy,1
useful,buttons,1
buttons,useful,1
useful,zippers,1
zippers,useful,1
useless,buttons,1
buttons,useless,1
useless,zippers,1
zippers,useless,1
cold,summer,1
summer,cold,1
cold,winter,1
winter,cold,1
hate,summer,1
summer,hate,1
hate,winter,1
winter,hate,1
hot,summer,1
summer,hot,1
hot,winter,1
winter,hot,1
prefer,summer,1
summer,prefer,1
prefer,winter,1
winter,prefer,1
cheaper,beef,1
beef,cheaper,1
cheaper,pork,1
pork,cheaper,1
more expensive,beef,1
beef,more expensive,1
more expensive,pork,1
pork,more expensive,1
Bacause,Christine,1
Christine,Bacause,1
Bacause,Rachel,1
Rachel,Bacause,1
Because,Christine,1
Christine,Because,1
Because,Rachel,1
Rachel,Because,1
conversation,Christine,1
Christine,conversation,1
conversation,Rachel,1
Rachel,conversation,1
extrovert,Christine,1
Christine,extrovert,1
extrovert,Rachel,1
Rachel,extrovert,1
introver,Christine,1
Christine,introver,1
introver,Rachel,1
Rachel,introver,1
silence,Christine,1
Christine,silence,1
silence,Rachel,1
Rachel,silence,1
because,Craig,1
Craig,because,1
because,Dennis,1
Dennis,because,1
but said he,Craig,1
Craig,but said he,1
but said he,Dennis,1
Dennis,but said he,1
too,Craig,1
Craig,too,1
too,Dennis,1
Dennis,too,1
very,Craig,1
Craig,very,1
very,Dennis,1
Dennis,very,1
dreamer,Aaron,1
Aaron,dreamer,1
dreamer,Adam,1
Adam,dreamer,1
realist,Aaron,1
Aaron,realist,1
realist,Adam,1
Adam,realist,1
clean,Jennifer,1
Jennifer,clean,1
clean,Monica,1
Monica,clean,1
dirty,Jennifer,1
Jennifer,dirty,1
dirty,Monica,1
Monica,dirty,1
had no idea,Ian,1
Ian,had no idea,1
had no idea,Justin,1
Justin,had no idea,1
knew,Ian,1
Ian,knew,1
knew,Justin,1
Justin,knew,1
frizzy,Angela,1
Angela,frizzy,1
frizzy,Laura,1
Laura,frizzy,1
shiny,Angela,1
Angela,shiny,1
shiny,Laura,1
Laura,shiny,1
had grips,dryer,1
dryer,had grips,1
had grips,washer,1
washer,had grips,1
was slippery,dryer,1
dryer,was slippery,1
was slippery,washer,1
washer,was slippery,1
buying,Katrina,1
Katrina,buying,1
buying,Lindsey,1
Lindsey,buying,1
selling her,Katrina,1
Katrina,selling her,1
selling her,Lindsey,1
Lindsey,selling her,1
a lot of,Justin,1
Justin,a lot of,1
a lot of,Nelson,1
Nelson,a lot of,1
no,Justin,1
Justin,no,1
no,Nelson,1
Nelson,no,1
prone,attic,1
attic,prone,1
prone,basement,1
basement,prone,1
resistant,attic,1
attic,resistant,1
resistant,basement,1
basement,resistant,1
a,Aaron,1
Aaron,a,1
a,Craig,1
Craig,a,1
frequently,Aaron,1
Aaron,frequently,1
frequently,Craig,1
Craig,frequently,1
never,Aaron,1
Aaron,never,1
never,Craig,1
Craig,never,1
the,Aaron,1
Aaron,the,1
the,Craig,1
Craig,the,1
opposite,Amy,1
Amy,opposite,1
opposite,Christine,1
Christine,opposite,1
pinnacle,Amy,1
Amy,pinnacle,1
pinnacle,Christine,1
Christine,pinnacle,1
sick,Derrick,1
Derrick,sick,1
sick,Nelson,1
Nelson,sick,1
worried,Derrick,1
Derrick,worried,1
worried,Nelson,1
Nelson,worried,1
irrelevant,documents,1
documents,irrelevant,1
irrelevant,photographs,1
photographs,irrelevant,1
relevant,documents,1
documents,relevant,1
relevant,photographs,1
photographs,relevant,1
a newer,Jason,1
Jason,a newer,1
a newer,Kenneth,1
Kenneth,a newer,1
an older,Jason,1
Jason,an older,1
an older,Kenneth,1
Kenneth,an older,1
poorer,Erin,1
Erin,poorer,1
poorer,Katrina,1
Katrina,poorer,1
richer,Erin,1
Erin,richer,1
richer,Katrina,1
Katrina,richer,1
distrusted,fitness tracker,1
fitness tracker,distrusted,1
distrusted,journal,1
journal,distrusted,1
liked,fitness tracker,1
fitness tracker,liked,1
liked,journal,1
journal,liked,1
although,Justin,1
Justin,although,1
although,Lawrence,1
Lawrence,although,1
because,Justin,1
Justin,because,1
because,Lawrence,1
Lawrence,because,1
creating a big scene,Leslie,1
Leslie,creating a big scene,1
creating a big scene,Logan,1
Logan,creating a big scene,1
keeping to himself,Leslie,1
Leslie,keeping to himself,1
keeping to himself,Logan,1
Logan,keeping to himself,1
know how,Felicia,1
Felicia,know how,1
know how,Sarah,1
Sarah,know how,1
want them,Felicia,1
Felicia,want them,1
want them,Sarah,1
Sarah,want them,1
large,apricots,1
apricots,large,1
large,bottles,1
bottles,large,1
small,apricots,1
apricots,small,1
small,bottles,1
bottles,small,1
reliant on,Jason,1
Jason,reliant on,1
reliant on,Randy,1
Randy,reliant on,1
used in,Jason,1
Jason,used in,1
used in,Randy,1
Randy,used in,1
hide,Betty,1
Betty,hide,1
hide,Carrie,1
Carrie,hide,1
understand,Betty,1
Betty,understand,1
understand,Carrie,1
Carrie,understand,1
any,Erin,1
Erin,any,1
any,Rebecca,1
Rebecca,any,1
constantly,Erin,1
Erin,constantly,1
constantly,Rebecca,1
Rebecca,constantly,1
never,Erin,1
Erin,never,1
never,Rebecca,1
Rebecca,never,1
the,Erin,1
Erin,the,1
the,Rebecca,1
Rebecca,the,1
easier,coding,1
coding,easier,1
easier,cooking,1
cooking,easier,1
harder,coding,1
coding,harder,1
harder,cooking,1
cooking,harder,1
healthy,Elena,1
Elena,healthy,1
healthy,Jennifer,1
Jennifer,healthy,1
ill,Elena,1
Elena,ill,1
ill,Jennifer,1
Jennifer,ill,1
accurate,bow,1
bow,accurate,1
accurate,rifle,1
rifle,accurate,1
inaccurate,bow,1
bow,inaccurate,1
inaccurate,rifle,1
rifle,inaccurate,1
ablebodied,Emily,1
Emily,ablebodied,1
ablebodied,Kayla,1
Kayla,ablebodied,1
disabled,Emily,1
Emily,disabled,1
disabled,Kayla,1
Kayla,disabled,1
intense,dialect,1
dialect,intense,1
intense,language,1
language,intense,1
simple,dialect,1
dialect,simple,1
simple,language,1
language,simple,1
Less,house,1
house,Less,1
Less,porch,1
porch,Less,1
More,house,1
house,More,1
More,porch,1
porch,More,1
effortless,pool,1
pool,effortless,1
effortless,wall,1
wall,effortless,1
strenuous,pool,1
pool,strenuous,1
strenuous,wall,1
wall,strenuous,1
negative,Craig,1
Craig,negative,1
negative,Joseph,1
Joseph,negative,1
positive,Craig,1
Craig,positive,1
positive,Joseph,1
Joseph,positive,1
electric,Dennis,1
Dennis,electric,1
electric,Matthew,1
Matthew,electric,1
gas,Dennis,1
Dennis,gas,1
gas,Matthew,1
Matthew,gas,1
frequently,Betty,1
Betty,frequently,1
frequently,Kayla,1
Kayla,frequently,1
infrequently,Betty,1
Betty,infrequently,1
infrequently,Kayla,1
Kayla,infrequently,1
didnt get,Patricia,1
Patricia,didnt get,1
didnt get,Victoria,1
Victoria,didnt get,1
didnt listen,Patricia,1
Patricia,didnt listen,1
didnt listen,Victoria,1
Victoria,didnt listen,1
got,Patricia,1
Patricia,got,1
got,Victoria,1
Victoria,got,1
misspoke,Patricia,1
Patricia,misspoke,1
misspoke,Victoria,1
Victoria,misspoke,1
deadly,disease,1
disease,deadly,1
deadly,disorder,1
disorder,deadly,1
survivable,disease,1
disease,survivable,1
survivable,disorder,1
disorder,survivable,1
decreasing,bandages,1
bandages,decreasing,1
decreasing,syringes,1
syringes,decreasing,1
increasing,bandages,1
bandages,increasing,1
increasing,syringes,1
syringes,increasing,1
giving up,storm,1
storm,giving up,1
giving up,sun,1
sun,giving up,1
taking over,storm,1
storm,taking over,1
taking over,sun,1
sun,taking over,1
fewer,bags,1
bags,fewer,1
fewer,balls,1
balls,fewer,1
more,bags,1
bags,more,1
more,balls,1
balls,more,1
strong,Justin,1
Justin,strong,1
strong,Kevin,1
Kevin,strong,1
weak,Justin,1
Justin,weak,1
weak,Kevin,1
Kevin,weak,1
appropriate,jeans,1
jeans,appropriate,1
appropriate,skirts,1
skirts,appropriate,1
unsuitable,jeans,1
jeans,unsuitable,1
unsuitable,skirts,1
skirts,unsuitable,1
tiring,races,1
races,tiring,1
tiring,skills,1
skills,tiring,1
useful,races,1
races,useful,1
useful,skills,1
skills,useful,1
always,Christopher,1
Christopher,always,1
always,Samuel,1
Samuel,always,1
any chores,Christopher,1
Christopher,any chores,1
any chores,Samuel,1
Samuel,any chores,1
never,Christopher,1
Christopher,never,1
never,Samuel,1
Samuel,never,1
them before,Christopher,1
Christopher,them before,1
them before,Samuel,1
Samuel,them before,1
appropriate,high heels,1
high heels,appropriate,1
appropriate,tennis shoes,1
tennis shoes,appropriate,1
inappropriate,high heels,1
high heels,inappropriate,1
inappropriate,tennis shoes,1
tennis shoes,inappropriate,1
Amy,cheap,1
cheap,Amy,1
Amy,expensive,1
expensive,Amy,1
Bob,cheap,1
cheap,Bob,1
Bob,expensive,1
expensive,Bob,1
lobster,cheap,1
cheap,lobster,1
lobster,expensive,1
expensive,lobster,1
taco,cheap,1
cheap,taco,1
taco,expensive,1
expensive,taco,1
delayed,court,1
court,delayed,1
delayed,trial,1
trial,delayed,1
evacuated,court,1
court,evacuated,1
evacuated,trial,1
trial,evacuated,1
devoid,parachute,1
parachute,devoid,1
devoid,plane,1
plane,devoid,1
full,parachute,1
parachute,full,1
full,plane,1
plane,full,1
demanding,birthday party,1
birthday party,demanding,1
demanding,wedding,1
wedding,demanding,1
laidback,birthday party,1
birthday party,laidback,1
laidback,wedding,1
wedding,laidback,1
few,Aaron,1
Aaron,few,1
few,Ian,1
Ian,few,1
lot of,Aaron,1
Aaron,lot of,1
lot of,Ian,1
Ian,lot of,1
only,Aaron,1
Aaron,only,1
only,Ian,1
Ian,only,1
Red,Kayla,1
Kayla,Red,1
Red,Monica,1
Monica,Red,1
Silver,Kayla,1
Kayla,Silver,1
Silver,Monica,1
Monica,Silver,1
closer to,bed,1
bed,closer to,1
closer to,couch,1
couch,closer to,1
further from,bed,1
bed,further from,1
further from,couch,1
couch,further from,1
although,ground,1
ground,although,1
although,pots,1
pots,although,1
because,ground,1
ground,because,1
because,pots,1
pots,because,1
from,Dennis,1
Dennis,from,1
from,Neil,1
Neil,from,1
have,Dennis,1
Dennis,have,1
have,Neil,1
Neil,have,1
in,Dennis,1
Dennis,in,1
in,Neil,1
Neil,in,1
comforting,blunt,1
blunt,comforting,1
comforting,tactful,1
tactful,comforting,1
hurtful,blunt,1
blunt,hurtful,1
hurtful,tactful,1
tactful,hurtful,1
always knew,Christopher,1
Christopher,always knew,1
always knew,Jason,1
Jason,always knew,1
didnt know,Christopher,1
Christopher,didnt know,1
didnt know,Jason,1
Jason,didnt know,1
because wanted to offer,Lindsey,1
Lindsey,because wanted to offer,1
because wanted to offer,Monica,1
Monica,because wanted to offer,1
but didnt want any,Lindsey,1
Lindsey,but didnt want any,1
but didnt want any,Monica,1
Monica,but didnt want any,1
buckwheat,buckwheat,1
buckwheat,buckwheat,1
buckwheat,wheat,1
wheat,buckwheat,1
delicious,buckwheat,1
buckwheat,delicious,1
delicious,wheat,1
wheat,delicious,1
disgusting,buckwheat,1
buckwheat,disgusting,1
disgusting,wheat,1
wheat,disgusting,1
hate,buckwheat,1
buckwheat,hate,1
hate,wheat,1
wheat,hate,1
love,buckwheat,1
buckwheat,love,1
love,wheat,1
wheat,love,1
wheat,buckwheat,1
buckwheat,wheat,1
wheat,wheat,1
wheat,wheat,1
healthy,Maria,1
Maria,healthy,1
healthy,Sarah,1
Sarah,healthy,1
sick,Maria,1
Maria,sick,1
sick,Sarah,1
Sarah,sick,1
chosen,Cynthia,1
Cynthia,chosen,1
chosen,Erin,1
Erin,chosen,1
dumped,Cynthia,1
Cynthia,dumped,1
dumped,Erin,1
Erin,dumped,1
no,Elena,1
Elena,no,1
no,Victoria,1
Victoria,no,1
several,Elena,1
Elena,several,1
several,Victoria,1
Victoria,several,1
less,college,1
college,less,1
less,university,1
university,less,1
more,college,1
college,more,1
more,university,1
university,more,1
accurate,scale,1
scale,accurate,1
accurate,tape,1
tape,accurate,1
imprecise,scale,1
scale,imprecise,1
imprecise,tape,1
tape,imprecise,1
does not want,Kyle,1
Kyle,does not want,1
does not want,Neil,1
Neil,does not want,1
wants,Kyle,1
Kyle,wants,1
wants,Neil,1
Neil,wants,1
appropriate,chap stick,1
chap stick,appropriate,1
appropriate,lipstick,1
lipstick,appropriate,1
dehydrating,chap stick,1
chap stick,dehydrating,1
dehydrating,lipstick,1
lipstick,dehydrating,1
gamer,Eric,1
Eric,gamer,1
gamer,Jason,1
Jason,gamer,1
nongamer,Eric,1
Eric,nongamer,1
nongamer,Jason,1
Jason,nongamer,1
gave,Angela,1
Angela,gave,1
gave,Victoria,1
Victoria,gave,1
give,Angela,1
Angela,give,1
give,Victoria,1
Victoria,give,1
listened to,Angela,1
Angela,listened to,1
listened to,Victoria,1
Victoria,listened to,1
less,Craig,1
Craig,less,1
less,Leslie,1
Leslie,less,1
more,Craig,1
Craig,more,1
more,Leslie,1
Leslie,more,1
calm,adderall,1
adderall,calm,1
calm,tea,1
tea,calm,1
restless,adderall,1
adderall,restless,1
restless,tea,1
tea,restless,1
narrow,entry,1
entry,narrow,1
narrow,tub,1
tub,narrow,1
wide,entry,1
entry,wide,1
wide,tub,1
tub,wide,1
guitar pick,Ian,1
Ian,guitar pick,1
guitar pick,Robert,1
Robert,guitar pick,1
paint brush,Ian,1
Ian,paint brush,1
paint brush,Robert,1
Robert,paint brush,1
new,camp shirt,1
camp shirt,new,1
new,sports shirt,1
sports shirt,new,1
old,camp shirt,1
camp shirt,old,1
old,sports shirt,1
sports shirt,old,1
hated,Adam,1
Adam,hated,1
hated,Joel,1
Joel,hated,1
loved,Adam,1
Adam,loved,1
loved,Joel,1
Joel,loved,1
disrespectful,Jennifer,1
Jennifer,disrespectful,1
disrespectful,Lindsey,1
Lindsey,disrespectful,1
respectful,Jennifer,1
Jennifer,respectful,1
respectful,Lindsey,1
Lindsey,respectful,1
apathetic,Kayla,1
Kayla,apathetic,1
apathetic,Lindsey,1
Lindsey,apathetic,1
enthusiastic,Kayla,1
Kayla,enthusiastic,1
enthusiastic,Lindsey,1
Lindsey,enthusiastic,1
didnt know,Eric,1
Eric,didnt know,1
didnt know,Joseph,1
Joseph,didnt know,1
knew,Eric,1
Eric,knew,1
knew,Joseph,1
Joseph,knew,1
many,Mary,1
Mary,many,1
many,Victoria,1
Victoria,many,1
no,Mary,1
Mary,no,1
no,Victoria,1
Victoria,no,1
is,Michael,1
Michael,is,1
is,Nick,1
Nick,is,1
isnt,Michael,1
Michael,isnt,1
isnt,Nick,1
Nick,isnt,1
not,Michael,1
Michael,not,1
not,Nick,1
Nick,not,1
avoided,Adam,1
Adam,avoided,1
avoided,Randy,1
Randy,avoided,1
pet,Adam,1
Adam,pet,1
pet,Randy,1
Randy,pet,1
because hated,Matthew,1
Matthew,because hated,1
because hated,Robert,1
Robert,because hated,1
since loved,Matthew,1
Matthew,since loved,1
since loved,Robert,1
Robert,since loved,1
in braids,Lindsey,1
Lindsey,in braids,1
in braids,Rebecca,1
Rebecca,in braids,1
natural,Lindsey,1
Lindsey,natural,1
natural,Rebecca,1
Rebecca,natural,1
nurse,Kayla,1
Kayla,nurse,1
nurse,Laura,1
Laura,nurse,1
patient,Kayla,1
Kayla,patient,1
patient,Laura,1
Laura,patient,1
dress pants,Leslie,1
Leslie,dress pants,1
dress pants,Robert,1
Robert,dress pants,1
ripped jeans,Leslie,1
Leslie,ripped jeans,1
ripped jeans,Robert,1
Robert,ripped jeans,1
did not love,Craig,1
Craig,did not love,1
did not love,Michael,1
Michael,did not love,1
loved,Craig,1
Craig,loved,1
loved,Michael,1
Michael,loved,1
less,measuring tape,1
measuring tape,less,1
less,ruler,1
ruler,less,1
more,measuring tape,1
measuring tape,more,1
more,ruler,1
ruler,more,1
a newbie,Angela,1
Angela,a newbie,1
a newbie,Erin,1
Erin,a newbie,1
an expert,Angela,1
Angela,an expert,1
an expert,Erin,1
Erin,an expert,1
dark,dye,1
dye,dark,1
dark,hair,1
hair,dark,1
weak,dye,1
dye,weak,1
weak,hair,1
hair,weak,1
strong,windows,1
windows,strong,1
strong,winds,1
winds,strong,1
weak,windows,1
windows,weak,1
weak,winds,1
winds,weak,1
cute,Betty,1
Betty,cute,1
cute,Katrina,1
Katrina,cute,1
slimy,Betty,1
Betty,slimy,1
slimy,Katrina,1
Katrina,slimy,1
Corporation,Nelson,1
Nelson,Corporation,1
Corporation,Randy,1
Randy,Corporation,1
just,Nelson,1
Nelson,just,1
just,Randy,1
Randy,just,1
monk in a monastery,Nelson,1
Nelson,monk in a monastery,1
monk in a monastery,Randy,1
Randy,monk in a monastery,1
the CEO of,Nelson,1
Nelson,the CEO of,1
the CEO of,Randy,1
Randy,the CEO of,1
from,Eric,1
Eric,from,1
from,William,1
William,from,1
offer,Eric,1
Eric,offer,1
offer,William,1
William,offer,1
receive,Eric,1
Eric,receive,1
receive,William,1
William,receive,1
to,Eric,1
Eric,to,1
to,William,1
William,to,1
had much experience,Elena,1
Elena,had much experience,1
had much experience,Natalie,1
Natalie,had much experience,1
wasnt very experienced,Elena,1
Elena,wasnt very experienced,1
wasnt very experienced,Natalie,1
Natalie,wasnt very experienced,1
a melt down,Craig,1
Craig,a melt down,1
a melt down,Justin,1
Justin,a melt down,1
no issues,Craig,1
Craig,no issues,1
no issues,Justin,1
Justin,no issues,1
didnt finish,Jessica,1
Jessica,didnt finish,1
didnt finish,Tanya,1
Tanya,didnt finish,1
teacher,Jessica,1
Jessica,teacher,1
teacher,Tanya,1
Tanya,teacher,1
was a,Jessica,1
Jessica,was a,1
was a,Tanya,1
Tanya,was a,1
boring,aquarium,1
aquarium,boring,1
boring,history museum,1
history museum,boring,1
cooler,aquarium,1
aquarium,cooler,1
cooler,history museum,1
history museum,cooler,1
more likely,Aaron,1
Aaron,more likely,1
more likely,Craig,1
Craig,more likely,1
unlikely,Aaron,1
Aaron,unlikely,1
unlikely,Craig,1
Craig,unlikely,1
didnt need,Christopher,1
Christopher,didnt need,1
didnt need,Donald,1
Donald,didnt need,1
needed,Christopher,1
Christopher,needed,1
needed,Donald,1
Donald,needed,1
clown,Nick,1
Nick,clown,1
clown,Robert,1
Robert,clown,1
pant,Nick,1
Nick,pant,1
pant,Robert,1
Robert,pant,1
cheap,Eric,1
Eric,cheap,1
cheap,Matthew,1
Matthew,cheap,1
